Team,Ranking,Sport
Russia,0,Table Tennis
Russia,0,Table Tennis
Russia,0,Table Tennis
Russia,0,Table Tennis
Russia,0,Table Tennis
Russia,0,Trampolining
Russia,0,Trampolining
Russia,0,Trampolining
Russia,0,Beach Volleyball
Russia,0,Beach Volleyball
Russia,0,Beach Volleyball
Russia,0,Beach Volleyball
Russia,0,Triathlon
Russia,0,Triathlon
Russia,0,Triathlon
Russia,0,Triathlon
Russia,0,Triathlon
Russia,0,Golf
Rwanda,0,Judo
Rwanda,0,Athletics
Rwanda,0,Athletics
Rwanda,0,Athletics
Rwanda,0,Athletics
Rwanda,0,Athletics
Rwanda,0,Swimming
Rwanda,0,Swimming
Rwanda,0,Swimming
Rwanda,0,Swimming
Rwanda,0,Swimming
Rwanda,0,Cycling
Rwanda,0,Cycling
Saint Kitts and Nevis,0,Athletics
Saint Kitts and Nevis,0,Athletics
Saint Kitts and Nevis,0,Athletics
Saint Kitts and Nevis,0,Athletics
Saint Kitts and Nevis,0,Athletics
Saint Lucia,0,Sailing
Saint Lucia,0,Sailing
Saint Lucia,0,Athletics
Saint Lucia,0,Athletics
Saint Lucia,0,Athletics
Saint Lucia,0,Athletics
Saint Lucia,0,Athletics
Saint Lucia,0,Swimming
Saint Lucia,0,Swimming
Saint Lucia,0,Swimming
Saint Lucia,0,Swimming
Saint Lucia,0,Swimming
Saint Vincent and the Grenadines,0,Athletics
Saint Vincent and the Grenadines,0,Athletics
Saint Vincent and the Grenadines,0,Athletics
Saint Vincent and the Grenadines,0,Athletics
Saint Vincent and the Grenadines,0,Athletics
Saint Vincent and the Grenadines,0,Swimming
Saint Vincent and the Grenadines,0,Swimming
Saint Vincent and the Grenadines,0,Swimming
Saint Vincent and the Grenadines,0,Swimming
Samoa,0,Judo
Samoa,0,Judo
Samoa,0,Judo
Samoa,0,Athletics
Samoa,0,Athletics
Samoa,0,Athletics
Samoa,0,Athletics
Samoa,0,Weightlifting
Samoa,0,Weightlifting
Samoa,0,Weightlifting
Samoa,0,Weightlifting
Samoa,0,Weightlifting
Samoa,0,Wrestling
Samoa,0,Swimming
Samoa,0,Boxing
Samoa,0,Boxing
Samoa,0,Taekwondo
Samoa,0,Canoeing
Samoa,0,Canoeing
Samoa,0,Canoeing
Samoa,0,Cycling
Samoa,0,Archery
Samoa,0,Archery
San Marino,0,Athletics
San Marino,0,Athletics
San Marino,0,Athletics
San Marino,0,Athletics
San Marino,0,Athletics
San Marino,0,Swimming
San Marino,0,Swimming
San Marino,0,Swimming
San Marino,0,Swimming
San Marino,0,Archery
San Marino,0,Shooting
San Marino,0,Shooting
San Marino,0,Shooting
San Marino,0,Shooting
San Marino,0,Shooting
Sao Tome and Principe,0,Athletics
Sao Tome and Principe,0,Athletics
Sao Tome and Principe,0,Athletics
Sao Tome and Principe,0,Athletics
Sao Tome and Principe,0,Athletics
Sao Tome and Principe,0,Canoeing
Sao Tome and Principe,0,Canoeing
Saudi Arabia,4,Equestrianism
Saudi Arabia,0.5,Equestrianism
Saudi Arabia,0.090909091,Athletics
Saudi Arabia,0,Judo
Saudi Arabia,0,Judo
Saudi Arabia,0,Athletics
Saudi Arabia,0,Athletics
Saudi Arabia,0,Athletics
Saudi Arabia,0,Athletics
Saudi Arabia,0,Weightlifting
Saudi Arabia,0,Weightlifting
Saudi Arabia,0,Weightlifting
Saudi Arabia,0,Swimming
Saudi Arabia,0,Swimming
Saudi Arabia,0,Swimming
Saudi Arabia,0,Taekwondo
Saudi Arabia,0,Fencing
Saudi Arabia,0,Equestrianism
Saudi Arabia,0,Equestrianism
Saudi Arabia,0,Shooting
Saudi Arabia,0,Shooting
Saudi Arabia,0,Shooting
Saudi Arabia,0,Shooting
Saudi Arabia,0,Shooting
Saudi Arabia,0,Table Tennis
Senegal,0,Judo
Senegal,0,Judo
Senegal,0,Judo
Senegal,0,Judo
Senegal,0,Judo
Senegal,0,Athletics
Senegal,0,Athletics
Senegal,0,Athletics
Senegal,0,Athletics
Senegal,0,Athletics
Senegal,0,Wrestling
Senegal,0,Wrestling
Senegal,0,Wrestling
Senegal,0,Wrestling
Senegal,0,Wrestling
Senegal,0,Swimming
Senegal,0,Swimming
Senegal,0,Swimming
Senegal,0,Swimming
Senegal,0,Swimming
Senegal,0,Boxing
Senegal,0,Taekwondo
Senegal,0,Taekwondo
Senegal,0,Taekwondo
Senegal,0,Fencing
Senegal,0,Fencing
Senegal,0,Fencing
Senegal,0,Fencing
Senegal,0,Basketball
Senegal,0,Basketball
Senegal,0,Canoeing
Senegal,0,Canoeing
Senegal,0,Canoeing
Senegal,0,Football
Senegal,0,Table Tennis
Serbia,13,Water Polo
Serbia,3.25,Water Polo
Serbia,1.5,Volleyball
Serbia,1,Wrestling
Serbia,1,Basketball
Serbia,1,Tennis
Serbia,1,Water Polo
Serbia,0.5,Taekwondo
Serbia,0.5,Taekwondo
Serbia,0.4,Canoeing
Serbia,0.2,Athletics
Serbia,0.2,Swimming
Serbia,0,Judo
Serbia,0,Judo
Serbia,0,Athletics
Serbia,0,Athletics
Serbia,0,Handball
Serbia,0,Wrestling
Serbia,0,Wrestling
Serbia,0,Rowing
Serbia,0,Rowing
Serbia,0,Rowing
Serbia,0,Swimming
Serbia,0,Swimming
Serbia,0,Boxing
Serbia,0,Canoeing
Serbia,0,Football
Serbia,0,Tennis
Serbia,0,Tennis
Serbia,0,Cycling
Serbia,0,Cycling
Serbia,0,Cycling
Serbia,0,Volleyball
Serbia,0,Volleyball
Serbia,0,Shooting
Serbia,0,Shooting
Serbia,0,Shooting
Serbia,0,Table Tennis
Serbia,0,Table Tennis
Serbia,0,Table Tennis
Serbia and Montenegro,2.166666667,Water Polo
Serbia and Montenegro,1.714285714,Water Polo
Serbia and Montenegro,1.375,Volleyball
Serbia and Montenegro,1,Shooting
Serbia and Montenegro,0.166666667,Shooting
Serbia and Montenegro,0,Judo
Serbia and Montenegro,0,Judo
Serbia and Montenegro,0,Athletics
Serbia and Montenegro,0,Athletics
Serbia and Montenegro,0,Handball
Serbia and Montenegro,0,Wrestling
Serbia and Montenegro,0,Rowing
Serbia and Montenegro,0,Rowing
Serbia and Montenegro,0,Swimming
Serbia and Montenegro,0,Swimming
Serbia and Montenegro,0,Boxing
Serbia and Montenegro,0,Fencing
Serbia and Montenegro,0,Basketball
Serbia and Montenegro,0,Basketball
Serbia and Montenegro,0,Canoeing
Serbia and Montenegro,0,Canoeing
Serbia and Montenegro,0,Football
Serbia and Montenegro,0,Tennis
Serbia and Montenegro,0,Tennis
Serbia and Montenegro,0,Cycling
Serbia and Montenegro,0,Volleyball
Serbia and Montenegro,0,Table Tennis
Serbia and Montenegro,0,Table Tennis
Seychelles,0,Judo
Seychelles,0,Judo
Seychelles,0,Judo
Seychelles,0,Judo
Seychelles,0,Badminton
Seychelles,0,Sailing
Seychelles,0,Sailing
Seychelles,0,Sailing
Seychelles,0,Sailing
Seychelles,0,Athletics
Seychelles,0,Athletics
Seychelles,0,Athletics
Seychelles,0,Athletics
Seychelles,0,Athletics
Seychelles,0,Weightlifting
Seychelles,0,Weightlifting
Seychelles,0,Weightlifting
Seychelles,0,Weightlifting
Seychelles,0,Swimming
Seychelles,0,Swimming
Seychelles,0,Swimming
Seychelles,0,Swimming
Seychelles,0,Swimming
Seychelles,0,Boxing
Seychelles,0,Boxing
Seychelles,0,Boxing
Seychelles,0,Canoeing
Seychelles,0,Canoeing
Sierra Leone,0,Athletics
Sierra Leone,0,Athletics
Sierra Leone,0,Athletics
Sierra Leone,0,Athletics
Sierra Leone,0,Athletics
Sierra Leone,0,Weightlifting
Sierra Leone,0,Swimming
Sierra Leone,0,Boxing
Singapore,4,Table Tennis
Singapore,0.6,Table Tennis
Singapore,0.5,Swimming
Singapore,0,Badminton
Singapore,0,Badminton
Singapore,0,Badminton
Singapore,0,Badminton
Singapore,0,Sailing
Singapore,0,Sailing
Singapore,0,Sailing
Singapore,0,Sailing
Singapore,0,Sailing
Singapore,0,Athletics
Singapore,0,Athletics
Singapore,0,Athletics
Singapore,0,Athletics
Singapore,0,Weightlifting
Singapore,0,Rowing
Singapore,0,Swimming
Singapore,0,Swimming
Singapore,0,Swimming
Singapore,0,Swimming
Singapore,0,Gymnastics
Singapore,0,Canoeing
Singapore,0,Shooting
Singapore,0,Shooting
Singapore,0,Shooting
Singapore,0,Shooting
Singapore,0,Shooting
Singapore,0,Table Tennis
Singapore,0,Table Tennis
Singapore,0,Table Tennis
Slovakia,2,Canoeing
Slovakia,1,Judo
Slovakia,1,Canoeing
Slovakia,1,Shooting
Slovakia,0.666666667,Canoeing
Slovakia,0.6,Canoeing
Slovakia,0.5,Swimming
Slovakia,0.5,Canoeing
Slovakia,0.166666667,Athletics
Slovakia,0.166666667,Shooting
Slovakia,0,Judo
Slovakia,0,Judo
Slovakia,0,Judo
Slovakia,0,Badminton
Slovakia,0,Badminton
Slovakia,0,Sailing
Slovakia,0,Sailing
Slovakia,0,Sailing
Slovakia,0,Athletics
Slovakia,0,Athletics
Slovakia,0,Athletics
Slovakia,0,Athletics
Slovakia,0,Weightlifting
Slovakia,0,Weightlifting
Slovakia,0,Weightlifting
Slovakia,0,Weightlifting
Slovakia,0,Weightlifting
Slovakia,0,Wrestling
Slovakia,0,Wrestling
Slovakia,0,Wrestling
Slovakia,0,Rowing
Slovakia,0,Rowing
Slovakia,0,Swimming
Slovakia,0,Swimming
Slovakia,0,Swimming
Slovakia,0,Swimming
Slovakia,0,Gymnastics
Slovakia,0,Gymnastics
Slovakia,0,Gymnastics
Slovakia,0,Gymnastics
Slovakia,0,Gymnastics
Slovakia,0,Basketball
Slovakia,0,Football
Slovakia,0,Tennis
Slovakia,0,Tennis
Slovakia,0,Tennis
Slovakia,0,Tennis
Slovakia,0,Tennis
Slovakia,0,Cycling
Slovakia,0,Cycling
Slovakia,0,Cycling
Slovakia,0,Cycling
Slovakia,0,Cycling
Slovakia,0,Water Polo
Slovakia,0,Archery
Slovakia,0,Synchronized Swimming
Slovakia,0,Synchronized Swimming
Slovakia,0,Synchronized Swimming
Slovakia,0,Shooting
Slovakia,0,Shooting
Slovakia,0,Shooting
Slovakia,0,Table Tennis
Slovakia,0,Table Tennis
Slovakia,0,Trampolining
Slovakia,0,Triathlon
Slovakia,0,Triathlon
Slovakia,0,Triathlon
Slovenia,1,Sailing
Slovenia,1,Canoeing
Slovenia,0.666666667,Judo
Slovenia,0.5,Judo
Slovenia,0.5,Sailing
Slovenia,0.5,Rowing
Slovenia,0.333333333,Shooting
Slovenia,0.25,Sailing
Slovenia,0.25,Athletics
Slovenia,0.25,Rowing
Slovenia,0.25,Swimming
Slovenia,0.125,Judo
Slovenia,0.111111111,Athletics
Slovenia,0.1,Athletics
Slovenia,0,Judo
Slovenia,0,Badminton
Slovenia,0,Badminton
Slovenia,0,Badminton
Slovenia,0,Sailing
Slovenia,0,Sailing
Slovenia,0,Athletics
Slovenia,0,Athletics
Slovenia,0,Handball
Slovenia,0,Handball
Slovenia,0,Handball
Slovenia,0,Rowing
Slovenia,0,Rowing
Slovenia,0,Swimming
Slovenia,0,Swimming
Slovenia,0,Swimming
Slovenia,0,Swimming
Slovenia,0,Gymnastics
Slovenia,0,Gymnastics
Slovenia,0,Gymnastics
Slovenia,0,Gymnastics
Slovenia,0,Taekwondo
Slovenia,0,Taekwondo
Slovenia,0,Canoeing
Slovenia,0,Canoeing
Slovenia,0,Canoeing
Slovenia,0,Canoeing
Slovenia,0,Tennis
Slovenia,0,Tennis
Slovenia,0,Tennis
Slovenia,0,Tennis
Slovenia,0,Cycling
Slovenia,0,Cycling
Slovenia,0,Cycling
Slovenia,0,Cycling
Slovenia,0,Cycling
Slovenia,0,Archery
Slovenia,0,Archery
Slovenia,0,Shooting
Slovenia,0,Shooting
Slovenia,0,Shooting
Slovenia,0,Shooting
Slovenia,0,Table Tennis
Slovenia,0,Table Tennis
Slovenia,0,Table Tennis
Slovenia,0,Triathlon
Slovenia,0,Triathlon
Solomon Islands,0,Judo
Solomon Islands,0,Athletics
Solomon Islands,0,Athletics
Solomon Islands,0,Athletics
Solomon Islands,0,Athletics
Solomon Islands,0,Athletics
Solomon Islands,0,Weightlifting
Solomon Islands,0,Weightlifting
Solomon Islands,0,Weightlifting
Somalia,0,Athletics
Somalia,0,Athletics
Somalia,0,Athletics
Somalia,0,Athletics
Somalia,0,Athletics
South Africa,1.333333333,Rowing
South Africa,1.2,Swimming
South Africa,1,Canoeing
South Africa,1,Rugby Sevens
South Africa,0.375,Swimming
South Africa,0.272727273,Swimming
South Africa,0.25,Triathlon
South Africa,0.166666667,Rowing
South Africa,0.142857143,Athletics
South Africa,0.142857143,Swimming
South Africa,0.130434783,Athletics
South Africa,0.117647059,Athletics
South Africa,0.083333333,Athletics
South Africa,0.05,Athletics
South Africa,0,Judo
South Africa,0,Judo
South Africa,0,Judo
South Africa,0,Judo
South Africa,0,Judo
South Africa,0,Badminton
South Africa,0,Badminton
South Africa,0,Badminton
South Africa,0,Badminton
South Africa,0,Sailing
South Africa,0,Sailing
South Africa,0,Sailing
South Africa,0,Sailing
South Africa,0,Sailing
South Africa,0,Weightlifting
South Africa,0,Weightlifting
South Africa,0,Wrestling
South Africa,0,Wrestling
South Africa,0,Wrestling
South Africa,0,Rowing
South Africa,0,Rowing
South Africa,0,Rowing
South Africa,0,Swimming
South Africa,0,Boxing
South Africa,0,Boxing
South Africa,0,Boxing
South Africa,0,Boxing
South Africa,0,Gymnastics
South Africa,0,Gymnastics
South Africa,0,Taekwondo
South Africa,0,Fencing
South Africa,0,Fencing
South Africa,0,Diving
South Africa,0,Diving
South Africa,0,Diving
South Africa,0,Canoeing
South Africa,0,Canoeing
South Africa,0,Canoeing
South Africa,0,Canoeing
South Africa,0,Football
South Africa,0,Football
South Africa,0,Football
South Africa,0,Tennis
South Africa,0,Tennis
South Africa,0,Cycling
South Africa,0,Cycling
South Africa,0,Cycling
South Africa,0,Cycling
South Africa,0,Cycling
South Africa,0,Hockey
South Africa,0,Hockey
South Africa,0,Hockey
South Africa,0,Hockey
South Africa,0,Equestrianism
South Africa,0,Equestrianism
South Africa,0,Archery
South Africa,0,Archery
South Africa,0,Archery
South Africa,0,Archery
South Africa,0,Shooting
South Africa,0,Shooting
South Africa,0,Shooting
South Africa,0,Shooting
South Africa,0,Modern Pentathlon
South Africa,0,Baseball
South Africa,0,Rhythmic Gymnastics
South Africa,0,Rhythmic Gymnastics
South Africa,0,Beach Volleyball
South Africa,0,Beach Volleyball
South Africa,0,Beach Volleyball
South Africa,0,Triathlon
South Africa,0,Triathlon
South Africa,0,Triathlon
South Africa,0,Triathlon
South Africa,0,Golf
South Korea,3,Weightlifting
South Korea,3,Table Tennis
South Korea,2,Taekwondo
South Korea,2,Archery
South Korea,2,Table Tennis
South Korea,1.8,Archery
South Korea,1.75,Badminton
South Korea,1.5,Archery
South Korea,1.5,Archery
South Korea,1.5,Table Tennis
South Korea,1.363636364,Fencing
South Korea,1.333333333,Taekwondo
South Korea,1.333333333,Taekwondo
South Korea,1.263157895,Baseball
South Korea,1.25,Handball
South Korea,1.2,Football
South Korea,1.142857143,Baseball
South Korea,1,Gymnastics
South Korea,1,Taekwondo
South Korea,1,Taekwondo
South Korea,0.714285714,Shooting
South Korea,0.6,Badminton
South Korea,0.516129032,Hockey
South Korea,0.5,Handball
South Korea,0.5,Boxing
South Korea,0.5,Boxing
South Korea,0.454545455,Judo
South Korea,0.444444444,Judo
South Korea,0.4,Wrestling
South Korea,0.4,Boxing
South Korea,0.333333333,Judo
South Korea,0.333333333,Badminton
South Korea,0.333333333,Badminton
South Korea,0.333333333,Gymnastics
South Korea,0.333333333,Gymnastics
South Korea,0.333333333,Fencing
South Korea,0.3,Judo
South Korea,0.285714286,Badminton
South Korea,0.285714286,Wrestling
South Korea,0.285714286,Fencing
South Korea,0.272727273,Shooting
South Korea,0.25,Weightlifting
South Korea,0.25,Wrestling
South Korea,0.25,Table Tennis
South Korea,0.222222222,Swimming
South Korea,0.214285714,Judo
South Korea,0.181818182,Swimming
South Korea,0.166666667,Gymnastics
South Korea,0.166666667,Shooting
South Korea,0.166666667,Golf
South Korea,0.142857143,Weightlifting
South Korea,0.142857143,Wrestling
South Korea,0.133333333,Shooting
South Korea,0.125,Wrestling
South Korea,0.125,Shooting
South Korea,0.111111111,Fencing
South Korea,0,Sailing
South Korea,0,Sailing
South Korea,0,Sailing
South Korea,0,Sailing
South Korea,0,Sailing
South Korea,0,Athletics
South Korea,0,Athletics
South Korea,0,Athletics
South Korea,0,Athletics
South Korea,0,Athletics
South Korea,0,Handball
South Korea,0,Handball
South Korea,0,Handball
South Korea,0,Weightlifting
South Korea,0,Weightlifting
South Korea,0,Rowing
South Korea,0,Rowing
South Korea,0,Rowing
South Korea,0,Rowing
South Korea,0,Rowing
South Korea,0,Swimming
South Korea,0,Swimming
South Korea,0,Swimming
South Korea,0,Boxing
South Korea,0,Boxing
South Korea,0,Gymnastics
South Korea,0,Fencing
South Korea,0,Basketball
South Korea,0,Basketball
South Korea,0,Basketball
South Korea,0,Diving
South Korea,0,Diving
South Korea,0,Diving
South Korea,0,Diving
South Korea,0,Canoeing
South Korea,0,Canoeing
South Korea,0,Canoeing
South Korea,0,Football
South Korea,0,Football
South Korea,0,Football
South Korea,0,Football
South Korea,0,Tennis
South Korea,0,Tennis
South Korea,0,Tennis
South Korea,0,Cycling
South Korea,0,Cycling
South Korea,0,Cycling
South Korea,0,Cycling
South Korea,0,Cycling
South Korea,0,Hockey
South Korea,0,Hockey
South Korea,0,Hockey
South Korea,0,Hockey
South Korea,0,Equestrianism
South Korea,0,Equestrianism
South Korea,0,Equestrianism
South Korea,0,Archery
South Korea,0,Volleyball
South Korea,0,Volleyball
South Korea,0,Volleyball
South Korea,0,Volleyball
South Korea,0,Synchronized Swimming
South Korea,0,Synchronized Swimming
South Korea,0,Synchronized Swimming
South Korea,0,Modern Pentathlon
South Korea,0,Modern Pentathlon
South Korea,0,Modern Pentathlon
South Korea,0,Modern Pentathlon
South Korea,0,Table Tennis
South Korea,0,Rhythmic Gymnastics
South Korea,0,Rhythmic Gymnastics
South Korea,0,Rhythmic Gymnastics
South Korea,0,Triathlon
South Sudan,0,Athletics
Spain,5,Rhythmic Gymnastics
Spain,4,Basketball
Spain,3,Taekwondo
Spain,2,Synchronized Swimming
Spain,1.875,Handball
Spain,1.714285714,Basketball
Spain,1.666666667,Equestrianism
Spain,1.6,Hockey
Spain,1.25,Synchronized Swimming
Spain,1,Sailing
Spain,1,Handball
Spain,1,Wrestling
Spain,1,Boxing
Spain,1,Canoeing
Spain,1,Canoeing
Spain,1,Football
Spain,1,Tennis
Spain,0.8,Canoeing
Spain,0.714285714,Cycling
Spain,0.666666667,Sailing
Spain,0.666666667,Taekwondo
Spain,0.6,Handball
Spain,0.5,Basketball
Spain,0.48,Water Polo
Spain,0.4,Swimming
Spain,0.4,Tennis
Spain,0.363636364,Cycling
Spain,0.333333333,Gymnastics
Spain,0.333333333,Shooting
Spain,0.333333333,Triathlon
Spain,0.307692308,Sailing
Spain,0.285714286,Tennis
Spain,0.25,Weightlifting
Spain,0.25,Taekwondo
Spain,0.222222222,Tennis
Spain,0.2,Fencing
Spain,0.166666667,Judo
Spain,0.166666667,Cycling
Spain,0.142857143,Gymnastics
Spain,0.142857143,Canoeing
Spain,0.1,Athletics
Spain,0.1,Cycling
Spain,0.095238095,Swimming
Spain,0.083333333,Gymnastics
Spain,0.074074074,Athletics
Spain,0.043478261,Swimming
Spain,0.017241379,Athletics
Spain,0,Judo
Spain,0,Judo
Spain,0,Judo
Spain,0,Judo
Spain,0,Badminton
Spain,0,Badminton
Spain,0,Badminton
Spain,0,Badminton
Spain,0,Sailing
Spain,0,Sailing
Spain,0,Athletics
Spain,0,Athletics
Spain,0,Handball
Spain,0,Handball
Spain,0,Weightlifting
Spain,0,Weightlifting
Spain,0,Weightlifting
Spain,0,Weightlifting
Spain,0,Wrestling
Spain,0,Wrestling
Spain,0,Wrestling
Spain,0,Rowing
Spain,0,Rowing
Spain,0,Rowing
Spain,0,Rowing
Spain,0,Swimming
Spain,0,Swimming
Spain,0,Boxing
Spain,0,Boxing
Spain,0,Boxing
Spain,0,Gymnastics
Spain,0,Gymnastics
Spain,0,Taekwondo
Spain,0,Taekwondo
Spain,0,Fencing
Spain,0,Fencing
Spain,0,Basketball
Spain,0,Basketball
Spain,0,Diving
Spain,0,Diving
Spain,0,Diving
Spain,0,Diving
Spain,0,Canoeing
Spain,0,Football
Spain,0,Tennis
Spain,0,Cycling
Spain,0,Hockey
Spain,0,Hockey
Spain,0,Hockey
Spain,0,Hockey
Spain,0,Water Polo
Spain,0,Water Polo
Spain,0,Water Polo
Spain,0,Water Polo
Spain,0,Equestrianism
Spain,0,Equestrianism
Spain,0,Equestrianism
Spain,0,Equestrianism
Spain,0,Archery
Spain,0,Archery
Spain,0,Archery
Spain,0,Archery
Spain,0,Archery
Spain,0,Volleyball
Spain,0,Synchronized Swimming
Spain,0,Synchronized Swimming
Spain,0,Synchronized Swimming
Spain,0,Shooting
Spain,0,Shooting
Spain,0,Shooting
Spain,0,Shooting
Spain,0,Modern Pentathlon
Spain,0,Table Tennis
Spain,0,Table Tennis
Spain,0,Table Tennis
Spain,0,Table Tennis
Spain,0,Rhythmic Gymnastics
Spain,0,Rhythmic Gymnastics
Spain,0,Rhythmic Gymnastics
Spain,0,Rhythmic Gymnastics
Spain,0,Rugby Sevens
Spain,0,Beach Volleyball
Spain,0,Beach Volleyball
Spain,0,Beach Volleyball
Spain,0,Beach Volleyball
Spain,0,Beach Volleyball
Spain,0,Triathlon
Spain,0,Triathlon
Spain,0,Triathlon
Spain,0,Triathlon
Spain,0,Golf
Sri Lanka,0.076923077,Athletics
Sri Lanka,0,Judo
Sri Lanka,0,Badminton
Sri Lanka,0,Badminton
Sri Lanka,0,Badminton
Sri Lanka,0,Sailing
Sri Lanka,0,Athletics
Sri Lanka,0,Athletics
Sri Lanka,0,Athletics
Sri Lanka,0,Athletics
Sri Lanka,0,Weightlifting
Sri Lanka,0,Weightlifting
Sri Lanka,0,Swimming
Sri Lanka,0,Swimming
Sri Lanka,0,Swimming
Sri Lanka,0,Swimming
Sri Lanka,0,Swimming
Sri Lanka,0,Boxing
Sri Lanka,0,Shooting
Sri Lanka,0,Shooting
Sri Lanka,0,Shooting
Sri Lanka,0,Shooting
Sri Lanka,0,Shooting
Sudan,0.25,Athletics
Sudan,0,Judo
Sudan,0,Athletics
Sudan,0,Athletics
Sudan,0,Athletics
Sudan,0,Athletics
Sudan,0,Swimming
Sudan,0,Swimming
Sudan,0,Swimming
Sudan,0,Swimming
Suriname,0,Judo
Suriname,0,Badminton
Suriname,0,Badminton
Suriname,0,Athletics
Suriname,0,Athletics
Suriname,0,Athletics
Suriname,0,Athletics
Suriname,0,Athletics
Suriname,0,Swimming
Suriname,0,Swimming
Suriname,0,Swimming
Suriname,0,Swimming
Suriname,0,Swimming
Swaziland,0,Athletics
Swaziland,0,Athletics
Swaziland,0,Athletics
Swaziland,0,Athletics
Swaziland,0,Athletics
Swaziland,0,Swimming
Swaziland,0,Swimming
Swaziland,0,Swimming
Swaziland,0,Swimming
Swaziland,0,Boxing
Swaziland,0,Taekwondo
Sweden,2,Cycling
Sweden,2,Equestrianism
Sweden,1,Sailing
Sweden,1,Handball
Sweden,1,Tennis
Sweden,1,Shooting
Sweden,0.666666667,Handball
Sweden,0.666666667,Wrestling
Sweden,0.642857143,Football
Sweden,0.5625,Swimming
Sweden,0.5,Athletics
Sweden,0.5,Cycling
Sweden,0.5,Shooting
Sweden,0.428571429,Swimming
Sweden,0.4,Canoeing
Sweden,0.375,Sailing
Sweden,0.333333333,Wrestling
Sweden,0.333333333,Shooting
Sweden,0.285714286,Canoeing
Sweden,0.25,Wrestling
Sweden,0.25,Equestrianism
Sweden,0.25,Golf
Sweden,0.222222222,Sailing
Sweden,0.2,Wrestling
Sweden,0.166666667,Table Tennis
Sweden,0.125,Equestrianism
Sweden,0.083333333,Equestrianism
Sweden,0.071428571,Athletics
Sweden,0.058823529,Sailing
Sweden,0,Judo
Sweden,0,Judo
Sweden,0,Judo
Sweden,0,Judo
Sweden,0,Badminton
Sweden,0,Badminton
Sweden,0,Badminton
Sweden,0,Badminton
Sweden,0,Badminton
Sweden,0,Sailing
Sweden,0,Athletics
Sweden,0,Athletics
Sweden,0,Athletics
Sweden,0,Handball
Sweden,0,Handball
Sweden,0,Weightlifting
Sweden,0,Wrestling
Sweden,0,Rowing
Sweden,0,Rowing
Sweden,0,Rowing
Sweden,0,Rowing
Sweden,0,Rowing
Sweden,0,Swimming
Sweden,0,Swimming
Sweden,0,Swimming
Sweden,0,Boxing
Sweden,0,Boxing
Sweden,0,Boxing
Sweden,0,Boxing
Sweden,0,Gymnastics
Sweden,0,Gymnastics
Sweden,0,Gymnastics
Sweden,0,Taekwondo
Sweden,0,Taekwondo
Sweden,0,Taekwondo
Sweden,0,Taekwondo
Sweden,0,Fencing
Sweden,0,Fencing
Sweden,0,Diving
Sweden,0,Diving
Sweden,0,Diving
Sweden,0,Diving
Sweden,0,Canoeing
Sweden,0,Canoeing
Sweden,0,Canoeing
Sweden,0,Football
Sweden,0,Football
Sweden,0,Football
Sweden,0,Football
Sweden,0,Tennis
Sweden,0,Tennis
Sweden,0,Tennis
Sweden,0,Tennis
Sweden,0,Cycling
Sweden,0,Cycling
Sweden,0,Cycling
Sweden,0,Equestrianism
Sweden,0,Archery
Sweden,0,Archery
Sweden,0,Archery
Sweden,0,Archery
Sweden,0,Archery
Sweden,0,Shooting
Sweden,0,Shooting
Sweden,0,Modern Pentathlon
Sweden,0,Modern Pentathlon
Sweden,0,Table Tennis
Sweden,0,Table Tennis
Sweden,0,Table Tennis
Sweden,0,Table Tennis
Sweden,0,Beach Volleyball
Sweden,0,Beach Volleyball
Sweden,0,Triathlon
Sweden,0,Triathlon
Sweden,0,Triathlon
Sweden,0,Triathlon
Switzerland,2,Tennis
Switzerland,1.333333333,Fencing
Switzerland,1,Judo
Switzerland,1,Fencing
Switzerland,1,Tennis
Switzerland,1,Cycling
Switzerland,1,Equestrianism
Switzerland,1,Beach Volleyball
Switzerland,1,Triathlon
Switzerland,1,Triathlon
Switzerland,0.666666667,Equestrianism
Switzerland,0.666666667,Triathlon
Switzerland,0.5,Equestrianism
Switzerland,0.363636364,Rowing
Switzerland,0.333333333,Cycling
Switzerland,0.333333333,Shooting
Switzerland,0.25,Cycling
Switzerland,0.25,Shooting
Switzerland,0.25,Triathlon
Switzerland,0.1875,Cycling
Switzerland,0.166666667,Gymnastics
Switzerland,0.153846154,Cycling
Switzerland,0.090909091,Rowing
Switzerland,0,Judo
Switzerland,0,Judo
Switzerland,0,Judo
Switzerland,0,Judo
Switzerland,0,Badminton
Switzerland,0,Badminton
Switzerland,0,Badminton
Switzerland,0,Sailing
Switzerland,0,Sailing
Switzerland,0,Sailing
Switzerland,0,Sailing
Switzerland,0,Sailing
Switzerland,0,Athletics
Switzerland,0,Athletics
Switzerland,0,Athletics
Switzerland,0,Athletics
Switzerland,0,Athletics
Switzerland,0,Wrestling
Switzerland,0,Wrestling
Switzerland,0,Wrestling
Switzerland,0,Wrestling
Switzerland,0,Rowing
Switzerland,0,Rowing
Switzerland,0,Rowing
Switzerland,0,Swimming
Switzerland,0,Swimming
Switzerland,0,Swimming
Switzerland,0,Swimming
Switzerland,0,Swimming
Switzerland,0,Gymnastics
Switzerland,0,Gymnastics
Switzerland,0,Gymnastics
Switzerland,0,Gymnastics
Switzerland,0,Taekwondo
Switzerland,0,Fencing
Switzerland,0,Fencing
Switzerland,0,Fencing
Switzerland,0,Diving
Switzerland,0,Diving
Switzerland,0,Canoeing
